Season,TeamID,Score_avg,OppScore_avg,FGM_avg,OppFGM_avg,FGA_avg,OppFGA_avg,FGM3_avg,OppFGM3_avg,FGA3_avg,OppFGA3_avg,FTM_avg,OppFTM_avg,FTA_avg,OppFTA_avg,OR_avg,OppOR_avg,DR_avg,OppDR_avg,Ast_avg,OppAst_avg,TO_avg,OppTO_avg,Stl_avg,OppStl_avg,Blk_avg,OppBlk_avg,PF_avg,OppPF_avg,WinCount,LossCount,WinPct
2024,1101,70.4090909090909,75.5909090909091,24.227272727272727,26.363636363636363,59.09090909090909,56.54545454545455,5.181818181818182,6.090909090909091,15.818181818181818,18.045454545454547,16.772727272727273,16.772727272727273,23.09090909090909,23.772727272727273,7.954545454545454,9.454545454545455,21.681818181818183,27.59090909090909,11.181818181818182,12.318181818181818,12.454545454545455,14.818181818181818,8.045454545454545,6.590909090909091,1.9545454545454546,3.9545454545454546,20.40909090909091,19.363636363636363,7,15,0.3181818181818182
2003,1102,57.25,57.0,19.142857142857142,19.285714285714285,39.785714285714285,42.42857142857143,7.821428571428571,4.75,20.821428571428573,12.428571428571429,11.142857142857142,13.678571428571429,17.107142857142858,19.25,4.178571428571429,9.607142857142858,16.821428571428573,20.142857142857142,13.0,9.142857142857142,11.428571428571429,12.964285714285714,5.964285714285714,5.428571428571429,1.7857142857142858,1.5714285714285714,18.75,18.357142857142858,12,16,0.42857142857142855
2004,1102,60.17857142857143,50.42857142857143,20.285714285714285,18.142857142857142,42.035714285714285,40.357142857142854,8.464285714285714,3.1785714285714284,22.214285714285715,11.071428571428571,11.142857142857142,10.964285714285714,15.714285714285714,15.321428571428571,6.142857142857143,9.285714285714286,15.357142857142858,18.535714285714285,13.25,8.321428571428571,10.785714285714286,16.428571428571427,7.785714285714286,4.464285714285714,2.357142857142857,1.75,16.642857142857142,18.107142857142858,22,6,0.7857142857142857
2005,1102,61.241379310344826,55.13793103448276,21.413793103448278,19.20689655172414,47.724137931034484,40.03448275862069,8.89655172413793,3.793103448275862,24.413793103448278,11.137931034482758,9.517241379310345,12.931034482758621,13.068965517241379,18.137931034482758,7.620689655172414,8.620689655172415,15.413793103448276,20.79310344827586,13.655172413793103,8.89655172413793,10.068965517241379,16.482758620689655,8.793103448275861,4.689655172413793,1.7241379310344827,2.206896551724138,16.482758620689655,16.310344827586206,17,12,0.5862068965517241
2006,1102,63.5,54.57142857142857,21.928571428571427,19.785714285714285,45.57142857142857,45.82142857142857,8.607142857142858,4.892857142857143,21.678571428571427,14.964285714285714,11.035714285714286,10.107142857142858,14.785714285714286,13.857142857142858,6.785714285714286,10.214285714285714,17.785714285714285,19.035714285714285,14.178571428571429,10.142857142857142,10.928571428571429,14.964285714285714,8.0,4.142857142857143,2.107142857142857,2.607142857142857,15.392857142857142,15.857142857142858,22,6,0.7857142857142857
2007,1102,68.5,56.9,22.8,21.066666666666666,46.93333333333333,48.56666666666667,9.066666666666666,5.433333333333334,22.466666666666665,17.2,13.833333333333334,9.333333333333334,18.2,13.8,6.466666666666667,9.166666666666666,20.866666666666667,20.3,15.033333333333333,11.666666666666666,10.166666666666666,14.033333333333333,6.266666666666667,4.533333333333333,1.4666666666666666,3.066666666666667,15.166666666666666,18.866666666666667,22,8,0.7333333333333333
2008,1102,57.57142857142857,57.32142857142857,18.535714285714285,19.107142857142858,42.392857142857146,46.964285714285715,7.107142857142857,7.571428571428571,18.928571428571427,20.964285714285715,13.392857142857142,11.535714285714286,19.285714285714285,16.607142857142858,5.25,9.392857142857142,21.357142857142858,21.857142857142858,11.928571428571429,12.071428571428571,12.678571428571429,13.571428571428571,6.178571428571429,5.857142857142857,1.7857142857142858,2.75,17.178571428571427,19.0,14,14,0.5
2009,1102,57.41379310344828,62.310344827586206,19.17241379310345,20.17241379310345,44.06896551724138,47.86206896551724,6.517241379310345,7.344827586206897,17.586206896551722,21.20689655172414,12.551724137931034,14.620689655172415,18.620689655172413,19.82758620689655,6.931034482758621,9.10344827586207,20.896551724137932,21.448275862068964,11.89655172413793,12.586206896551724,13.551724137931034,11.586206896551724,5.068965517241379,6.310344827586207,2.1724137931034484,3.5172413793103448,17.79310344827586,18.379310344827587,8,21,0.27586206896551724
2010,1102,55.62068965517241,62.96551724137931,20.0,21.448275862068964,45.58620689655172,47.10344827586207,5.620689655172414,7.206896551724138,18.103448275862068,20.82758620689655,10.0,12.862068965517242,15.689655172413794,18.82758620689655,6.758620689655173,8.862068965517242,19.862068965517242,22.20689655172414,12.275862068965518,13.0,12.793103448275861,11.655172413793103,4.827586206896552,5.931034482758621,1.5172413793103448,2.9310344827586206,17.551724137931036,16.03448275862069,8,21,0.27586206896551724
2011,1102,64.25,64.78571428571429,22.428571428571427,22.142857142857142,47.857142857142854,53.857142857142854,6.678571428571429,8.321428571428571,17.75,24.642857142857142,12.714285714285714,12.178571428571429,18.142857142857142,17.142857142857142,5.857142857142857,11.714285714285714,22.428571428571427,22.857142857142858,15.428571428571429,14.25,11.928571428571429,12.964285714285714,6.214285714285714,5.571428571428571,2.5357142857142856,3.25,17.428571428571427,18.321428571428573,14,14,0.5
2012,1102,60.666666666666664,63.25925925925926,20.88888888888889,21.25925925925926,47.0,50.96296296296296,6.2592592592592595,6.851851851851852,18.77777777777778,21.22222222222222,12.62962962962963,13.88888888888889,18.51851851851852,19.444444444444443,5.851851851851852,10.25925925925926,22.296296296296298,23.74074074074074,13.37037037037037,12.88888888888889,13.0,13.592592592592593,6.2592592592592595,6.777777777777778,2.962962962962963,2.6666666666666665,17.0,18.074074074074073,11,16,0.4074074074074074
2013,1102,68.92857142857143,68.42857142857143,24.392857142857142,24.178571428571427,51.785714285714285,53.5,8.321428571428571,6.928571428571429,21.857142857142858,21.392857142857142,11.821428571428571,13.142857142857142,16.25,19.392857142857142,6.857142857142857,10.571428571428571,22.178571428571427,22.571428571428573,15.5,14.357142857142858,11.928571428571429,12.428571428571429,6.214285714285714,5.821428571428571,1.7142857142857142,3.142857142857143,17.607142857142858,16.642857142857142,15,13,0.5357142857142857
2014,1102,64.57142857142857,70.35714285714286,22.071428571428573,23.357142857142858,51.82142857142857,52.92857142857143,7.142857142857143,7.178571428571429,21.714285714285715,21.285714285714285,13.285714285714286,16.464285714285715,19.25,23.25,8.714285714285714,9.892857142857142,22.857142857142858,24.321428571428573,13.392857142857142,13.642857142857142,13.464285714285714,11.678571428571429,5.285714285714286,6.964285714285714,2.9642857142857144,4.535714285714286,18.892857142857142,18.571428571428573,10,18,0.35714285714285715
2015,1102,64.72413793103448,65.86206896551724,23.620689655172413,22.689655172413794,50.758620689655174,50.48275862068966,7.172413793103448,8.137931034482758,20.24137931034483,22.24137931034483,10.310344827586206,12.344827586206897,15.655172413793103,17.896551724137932,8.793103448275861,10.03448275862069,20.79310344827586,21.06896551724138,14.89655172413793,14.448275862068966,11.724137931034482,12.379310344827585,6.310344827586207,5.793103448275862,1.9655172413793103,3.6206896551724137,17.82758620689655,17.06896551724138,12,17,0.41379310344827586
2016,1102,67.43333333333334,73.6,23.233333333333334,24.7,55.03333333333333,56.63333333333333,6.3,9.233333333333333,18.866666666666667,26.466666666666665,14.666666666666666,14.966666666666667,21.766666666666666,21.066666666666666,8.8,9.966666666666667,25.5,27.3,13.033333333333333,14.633333333333333,13.2,13.566666666666666,6.1,6.5,1.6666666666666667,4.333333333333333,19.333333333333332,20.6,12,18,0.4
2017,1102,71.54838709677419,75.61290322580645,24.225806451612904,26.258064516129032,56.61290322580645,57.03225806451613,7.935483870967742,9.774193548387096,21.870967741935484,26.70967741935484,15.161290322580646,13.32258064516129,21.161290322580644,18.612903225806452,9.451612903225806,8.225806451612904,25.258064516129032,26.225806451612904,14.483870967741936,15.838709677419354,12.483870967741936,12.193548387096774,5.903225806451613,6.290322580645161,1.8064516129032258,3.4838709677419355,17.903225806451612,20.580645161290324,10,21,0.3225806451612903
2018,1102,66.6896551724138,72.72413793103448,22.75862068965517,25.24137931034483,56.10344827586207,54.44827586206897,7.931034482758621,9.275862068965518,24.413793103448278,23.344827586206897,13.241379310344827,12.96551724137931,17.93103448275862,18.137931034482758,9.827586206896552,9.172413793103448,22.689655172413794,26.03448275862069,13.89655172413793,14.586206896551724,12.758620689655173,13.96551724137931,6.448275862068965,5.586206896551724,2.6206896551724137,3.586206896551724,18.137931034482758,18.724137931034484,10,19,0.3448275862068966
2019,1102,67.38709677419355,71.90322580645162,24.741935483870968,25.70967741935484,55.32258064516129,56.806451612903224,7.258064516129032,9.419354838709678,22.419354838709676,26.387096774193548,10.64516129032258,11.064516129032258,15.64516129032258,16.225806451612904,7.741935483870968,8.129032258064516,25.548387096774192,25.677419354838708,13.290322580645162,14.064516129032258,13.193548387096774,12.161290322580646,4.806451612903226,7.129032258064516,1.8064516129032258,2.7096774193548385,16.967741935483872,17.193548387096776,13,18,0.41935483870967744
2020,1102,72.2258064516129,75.61290322580645,24.838709677419356,26.580645161290324,55.096774193548384,56.483870967741936,8.580645161290322,10.35483870967742,23.225806451612904,27.29032258064516,13.96774193548387,12.096774193548388,19.29032258064516,16.838709677419356,7.419354838709677,7.290322580645161,24.741935483870968,25.516129032258064,14.483870967741936,14.580645161290322,12.451612903225806,11.32258064516129,4.967741935483871,6.290322580645161,1.2258064516129032,2.806451612903226,16.870967741935484,18.93548387096774,11,20,0.3548387096774194
2021,1102,58.72,71.92,20.88,26.16,46.8,52.36,6.96,7.76,21.08,21.2,10.0,11.84,14.44,17.2,3.56,9.0,17.2,23.12,12.32,14.72,13.16,13.36,7.08,6.0,2.48,2.12,4.92,4.52,5,20,0.2
2022,1102,59.03448275862069,66.03448275862068,21.620689655172413,23.06896551724138,49.55172413793103,49.827586206896555,7.172413793103448,5.172413793103448,21.551724137931036,16.586206896551722,8.620689655172415,14.724137931034482,13.275862068965518,19.379310344827587,4.896551724137931,7.758620689655173,19.17241379310345,23.517241379310345,12.482758620689655,10.89655172413793,11.655172413793103,12.517241379310345,5.448275862068965,5.379310344827586,3.0344827586206895,3.3448275862068964,18.03448275862069,16.79310344827586,11,18,0.3793103448275862
2023,1102,66.9375,67.0625,23.625,23.875,51.125,53.6875,8.15625,5.1875,22.90625,17.6875,11.53125,14.125,15.96875,18.875,5.625,7.9375,21.4375,22.3125,15.3125,10.09375,10.90625,10.6875,5.75,5.71875,3.9375,3.09375,17.0,17.03125,14,18,0.4375
2024,1102,67.91666666666667,71.04166666666667,23.791666666666668,24.5,52.0,52.5,9.0,7.583333333333333,24.125,19.958333333333332,11.333333333333334,14.458333333333334,16.791666666666668,19.625,6.833333333333333,7.791666666666667,20.333333333333332,21.041666666666668,15.125,12.916666666666666,11.166666666666666,11.625,6.875,5.916666666666667,4.0,2.9583333333333335,17.208333333333332,16.458333333333332,8,16,0.3333333333333333
2003,1103,78.77777777777777,78.14814814814815,27.14814814814815,27.77777777777778,55.851851851851855,57.0,5.444444444444445,6.666666666666667,16.074074074074073,18.37037037037037,19.037037037037038,15.925925925925926,25.85185185185185,22.14814814814815,9.777777777777779,12.037037037037036,19.925925925925927,22.037037037037038,15.222222222222221,15.481481481481481,12.62962962962963,15.333333333333334,7.2592592592592595,6.407407407407407,2.3333333333333335,2.8518518518518516,19.85185185185185,22.444444444444443,13,14,0.48148148148148145
2004,1103,71.75,72.14285714285714,24.857142857142858,25.821428571428573,53.285714285714285,58.92857142857143,6.178571428571429,6.464285714285714,17.035714285714285,18.964285714285715,15.857142857142858,14.035714285714286,24.571428571428573,20.464285714285715,11.214285714285714,13.571428571428571,22.357142857142858,21.892857142857142,15.107142857142858,14.75,14.607142857142858,13.535714285714286,7.392857142857143,6.75,2.5357142857142856,2.892857142857143,19.464285714285715,20.642857142857142,13,15,0.4642857142857143
2005,1103,71.60714285714286,66.25,24.785714285714285,22.785714285714285,55.785714285714285,56.107142857142854,8.142857142857142,6.178571428571429,21.357142857142858,18.0,13.892857142857142,14.5,20.357142857142858,20.785714285714285,10.285714285714286,13.392857142857142,23.071428571428573,23.214285714285715,16.107142857142858,12.321428571428571,13.357142857142858,15.357142857142858,6.75,6.785714285714286,3.857142857142857,2.7857142857142856,18.821428571428573,18.214285714285715,18,10,0.6428571428571429
2006,1103,71.46666666666667,66.13333333333334,24.333333333333332,22.833333333333332,54.233333333333334,52.46666666666667,7.5,6.366666666666666,21.0,18.333333333333332,15.3,14.1,21.033333333333335,21.033333333333335,11.0,10.966666666666667,22.133333333333333,21.433333333333334,15.633333333333333,13.033333333333333,12.566666666666666,14.1,6.033333333333333,5.266666666666667,2.966666666666667,2.1333333333333333,18.966666666666665,19.666666666666668,21,9,0.7
2007,1103,74.625,61.84375,27.03125,21.96875,55.96875,54.5625,7.21875,5.25,18.375,15.625,13.34375,12.65625,19.84375,18.71875,12.0,12.71875,22.96875,20.34375,15.03125,11.28125,12.4375,15.0,7.71875,5.625,4.375,2.78125,18.75,18.3125,25,7,0.78125
2008,1103,71.24242424242425,63.78787878787879,23.848484848484848,22.727272727272727,53.75757575757576,50.84848484848485,8.363636363636363,5.303030303030303,21.727272727272727,16.060606060606062,15.181818181818182,13.030303030303031,21.454545454545453,19.03030303030303,11.181818181818182,10.454545454545455,20.242424242424242,21.575757575757574,13.454545454545455,11.727272727272727,12.757575757575758,16.12121212121212,7.0606060606060606,5.545454545454546,2.787878787878788,2.8484848484848486,19.575757575757574,19.0,23,10,0.696969696969697
2009,1103,66.41176470588235,60.5,22.58823529411765,20.08823529411765,54.26470588235294,49.76470588235294,7.117647058823529,4.823529411764706,21.61764705882353,16.441176470588236,14.117647058823529,15.5,19.735294117647058,22.41176470588235,11.735294117647058,12.147058823529411,21.352941176470587,22.264705882352942,12.117647058823529,9.764705882352942,13.735294117647058,17.61764705882353,7.647058823529412,7.529411764705882,2.264705882352941,2.3823529411764706,20.61764705882353,18.88235294117647,22,12,0.6470588235294118
2010,1103,71.03030303030303,66.45454545454545,25.09090909090909,22.78787878787879,57.63636363636363,53.78787878787879,6.606060606060606,4.96969696969697,19.515151515151516,15.272727272727273,14.242424242424242,15.909090909090908,21.393939393939394,22.545454545454547,13.454545454545455,11.424242424242424,22.696969696969695,22.242424242424242,13.515151515151516,10.848484848484848,13.666666666666666,14.333333333333334,6.242424242424242,7.0606060606060606,3.1818181818181817,2.606060606060606,19.87878787878788,19.333333333333332,23,10,0.696969696969697
2011,1103,69.97058823529412,66.32352941176471,24.58823529411765,23.352941176470587,57.205882352941174,56.0,7.882352941176471,5.411764705882353,21.88235294117647,17.0,12.911764705882353,14.205882352941176,18.235294117647058,21.41176470588235,10.058823529411764,11.970588235294118,24.205882352941178,25.294117647058822,14.352941176470589,11.882352941176471,12.029411764705882,13.941176470588236,6.4411764705882355,5.970588235294118,3.411764705882353,2.323529411764706,19.235294117647058,18.235294117647058,22,12,0.6470588235294118
2012,1103,71.46875,65.625,25.09375,23.65625,54.40625,56.46875,5.90625,4.78125,16.125,16.375,15.375,13.53125,22.25,19.5,11.28125,11.90625,23.75,21.5625,13.71875,12.0625,14.34375,14.28125,7.3125,6.5,4.3125,3.4375,18.3125,18.90625,21,11,0.65625
2013,1103,71.93548387096774,62.25806451612903,25.774193548387096,21.548387096774192,56.935483870967744,54.903225806451616,6.935483870967742,5.225806451612903,20.870967741935484,16.225806451612904,13.451612903225806,13.935483870967742,20.93548387096774,19.483870967741936,13.03225806451613,10.709677419354838,24.774193548387096,21.322580645161292,15.0,10.870967741935484,13.741935483870968,13.806451612903226,7.129032258064516,6.967741935483871,5.580645161290323,3.064516129032258,18.0,18.967741935483872,25,6,0.8064516129032258
2014,1103,67.9090909090909,66.03030303030303,23.545454545454547,23.545454545454547,54.515151515151516,54.96969696969697,7.090909090909091,4.878787878787879,20.393939393939394,15.0,13.727272727272727,14.06060606060606,22.21212121212121,19.606060606060606,12.303030303030303,10.818181818181818,22.666666666666668,22.575757575757574,11.151515151515152,10.848484848484848,13.212121212121213,13.030303030303031,6.606060606060606,6.545454545454546,4.212121212121212,3.1515151515151514,17.818181818181817,19.21212121212121,21,12,0.6363636363636364
2015,1103,67.3529411764706,63.23529411764706,23.147058823529413,21.529411764705884,56.35294117647059,53.1764705882353,9.411764705882353,5.382352941176471,26.941176470588236,16.294117647058822,11.647058823529411,14.794117647058824,17.647058823529413,21.794117647058822,11.970588235294118,11.0,23.941176470588236,24.029411764705884,12.411764705882353,10.441176470588236,12.176470588235293,12.205882352941176,6.264705882352941,6.970588235294118,4.470588235294118,2.823529411764706,18.852941176470587,16.852941176470587,20,14,0.5882352941176471
2016,1103,76.33333333333333,69.06060606060606,25.939393939393938,25.060606060606062,59.81818181818182,59.57575757575758,11.787878787878787,5.9393939393939394,30.272727272727273,19.606060606060606,12.666666666666666,13.0,18.363636363636363,19.242424242424242,10.303030303030303,11.212121212121213,26.12121212121212,25.87878787878788,14.515151515151516,11.484848484848484,10.818181818181818,11.545454545454545,5.333333333333333,5.848484848484849,3.8484848484848486,2.3636363636363638,17.848484848484848,17.757575757575758,25,8,0.7575757575757576
2017,1103,76.66666666666667,71.18181818181819,26.272727272727273,25.424242424242426,56.303030303030305,57.0,10.090909090909092,6.878787878787879,27.303030303030305,18.939393939393938,14.030303030303031,13.454545454545455,20.696969696969695,19.09090909090909,9.818181818181818,9.666666666666666,24.575757575757574,23.363636363636363,14.515151515151516,11.272727272727273,11.636363636363637,11.303030303030303,5.424242424242424,5.878787878787879,3.121212121212121,1.878787878787879,18.363636363636363,18.848484848484848,25,8,0.7575757575757576
2018,1103,71.29032258064517,76.19354838709677,24.677419354838708,26.129032258064516,57.064516129032256,55.87096774193548,9.451612903225806,8.161290322580646,26.64516129032258,22.612903225806452,12.483870967741936,15.774193548387096,17.93548387096774,21.806451612903224,9.580645161290322,9.32258064516129,23.483870967741936,25.419354838709676,12.935483870967742,13.35483870967742,13.838709677419354,13.0,5.967741935483871,6.387096774193548,2.3870967741935485,3.6451612903225805,20.032258064516128,17.387096774193548,13,18,0.41935483870967744
2019,1103,68.35483870967742,64.58064516129032,23.93548387096774,23.161290322580644,58.87096774193548,58.16129032258065,8.870967741935484,6.548387096774194,28.0,22.129032258064516,11.612903225806452,11.709677419354838,16.29032258064516,17.774193548387096,9.32258064516129,11.419354838709678,26.806451612903224,27.870967741935484,11.935483870967742,10.225806451612904,11.903225806451612,13.096774193548388,5.612903225806452,5.741935483870968,3.129032258064516,2.6451612903225805,17.483870967741936,17.516129032258064,15,16,0.4838709677419355
2020,1103,74.72413793103448,67.17241379310344,24.96551724137931,24.517241379310345,57.13793103448276,60.44827586206897,9.172413793103448,6.482758620689655,25.310344827586206,20.551724137931036,15.620689655172415,11.655172413793103,20.344827586206897,17.586206896551722,9.517241379310345,11.413793103448276,27.620689655172413,25.275862068965516,12.655172413793103,10.620689655172415,12.586206896551724,12.931034482758621,4.896551724137931,5.724137931034483,2.8620689655172415,2.7241379310344827,17.93103448275862,20.20689655172414,22,7,0.7586206896551724
2021,1103,76.57142857142857,72.76190476190476,26.571428571428573,26.952380952380953,60.714285714285715,62.23809523809524,9.380952380952381,6.619047619047619,28.095238095238095,20.952380952380953,14.047619047619047,12.238095238095237,18.61904761904762,17.0,9.0,9.952380952380953,25.238095238095237,22.571428571428573,12.80952380952381,12.428571428571429,11.619047619047619,11.380952380952381,4.714285714285714,5.714285714285714,3.761904761904762,2.4285714285714284,5.9523809523809526,6.904761904761905,13,8,0.6190476190476191
2022,1103,69.29032258064517,64.16129032258064,23.580645161290324,23.677419354838708,51.96774193548387,54.806451612903224,7.709677419354839,6.709677419354839,21.677419354838708,19.258064516129032,14.419354838709678,10.096774193548388,20.838709677419356,14.387096774193548,7.870967741935484,7.451612903225806,23.483870967741936,20.677419354838708,11.516129032258064,9.548387096774194,10.838709677419354,10.64516129032258,5.483870967741935,5.354838709677419,3.096774193548387,2.193548387096774,15.96774193548387,19.032258064516128,22,9,0.7096774193548387
2023,1103,74.16129032258064,68.3225806451613,25.387096774193548,24.70967741935484,57.45161290322581,56.806451612903224,8.806451612903226,7.064516129032258,25.193548387096776,20.096774193548388,14.580645161290322,11.838709677419354,19.322580645161292,15.935483870967742,8.387096774193548,7.32258064516129,23.451612903225808,21.516129032258064,13.0,11.483870967741936,10.838709677419354,11.32258064516129,5.774193548387097,5.709677419354839,2.6129032258064515,3.032258064516129,16.193548387096776,18.64516129032258,20,11,0.6451612903225806
2024,1103,72.81818181818181,65.9090909090909,25.40909090909091,24.136363636363637,55.95454545454545,55.86363636363637,7.7727272727272725,6.2727272727272725,23.5,20.181818181818183,14.227272727272727,11.363636363636363,19.40909090909091,16.59090909090909,7.954545454545454,7.2272727272727275,23.181818181818183,21.272727272727273,12.318181818181818,11.545454545454545,10.590909090909092,11.0,5.863636363636363,6.136363636363637,2.8181818181818183,2.6818181818181817,16.772727272727273,17.363636363636363,16,6,0.7272727272727273
2003,1104,69.28571428571429,65.0,24.035714285714285,23.25,57.17857142857143,55.5,6.357142857142857,6.357142857142857,19.857142857142858,19.142857142857142,14.857142857142858,12.142857142857142,20.928571428571427,17.142857142857142,13.571428571428571,10.892857142857142,23.928571428571427,22.642857142857142,12.107142857142858,11.678571428571429,13.285714285714286,13.857142857142858,6.607142857142857,5.535714285714286,3.7857142857142856,3.1785714285714284,18.035714285714285,19.25,17,11,0.6071428571428571
2004,1104,72.20689655172414,67.44827586206897,24.896551724137932,23.275862068965516,55.0,55.93103448275862,7.137931034482759,7.275862068965517,18.620689655172413,20.862068965517242,15.275862068965518,13.620689655172415,21.862068965517242,19.482758620689655,11.310344827586206,11.517241379310345,24.0,22.103448275862068,11.862068965517242,11.344827586206897,13.275862068965518,13.448275862068966,6.448275862068965,5.0,3.103448275862069,3.413793103448276,18.344827586206897,20.17241379310345,17,12,0.5862068965517241
2005,1104,75.43333333333334,64.83333333333333,25.366666666666667,24.1,52.666666666666664,59.56666666666667,7.633333333333334,7.166666666666667,19.566666666666666,20.0,17.066666666666666,9.466666666666667,23.266666666666666,14.566666666666666,10.233333333333333,11.533333333333333,26.466666666666665,20.233333333333334,13.833333333333334,12.333333333333334,12.666666666666666,11.6,5.2,5.833333333333333,4.433333333333334,2.1,14.733333333333333,19.866666666666667,23,7,0.7666666666666667
2006,1104,69.96551724137932,67.13793103448276,24.517241379310345,24.896551724137932,54.06896551724138,59.3448275862069,5.517241379310345,7.655172413793103,16.24137931034483,21.551724137931036,15.413793103448276,9.689655172413794,21.82758620689655,14.10344827586207,12.517241379310345,12.206896551724139,24.482758620689655,20.482758620689655,12.206896551724139,13.413793103448276,13.517241379310345,11.758620689655173,6.344827586206897,6.724137931034483,5.0344827586206895,4.344827586206897,13.827586206896552,18.517241379310345,17,12,0.5862068965517241
